1,0,0
2,0,1
3,0,1
4,0,1
5,0,2
6,0,2
7,0,2
8,0,2
9,1,2
10,1,3
11,1,4
12,2,4
13,2,4
14,2,4
15,3,4
16,3,4
17,3,5
18,3,6
19,3,7
20,3,8
21,4,8
22,4,8
23,5,9
24,6,9
25,6,10
26,7,10
27,8,10
28,9,10
29,9,10
30,9,11
31,9,11
32,9,11
33,9,12
34,10,12
35,10,13
36,10,14
37,10,14
38,10,14
39,10,15
40,10,16
41,10,17
42,10,18
43,10,18
44,11,18
45,11,18
46,12,18
47,12,18
48,12,19
49,12,20
50,12,20
51,12,20
52,13,20
53,13,20
54,13,21
55,13,22
56,15,23
57,16,23
58,16,23
59,16,23
60,19,26
61,19,26
62,19,26
63,19,26
64,20,26
65,20,26
66,21,26
67,22,26
68,22,27
69,23,27
70,24,27
71,24,28
72,24,29
73,25,29
74,25,29
75,25,29
76,26,29
77,26,29
78,26,30
79,26,31
80,27,31
81,27,32
82,27,32
83,27,32
84,27,33
85,27,33
86,28,33
87,28,33
88,28,33
89,28,33
90,28,33
91,28,33
92,28,34
93,29,34
94,30,34
95,31,35
96,32,35
97,32,35
98,32,36
99,33,36
100,34,37
101,36,39
102,37,40
103,37,41
104,37,41
105,37,41
106,38,41
107,40,43
108,40,44
109,40,45
110,40,45
111,40,46
112,40,46
113,41,46
114,41,47
115,41,47
116,42,47
117,43,48
118,45,50
119,46,51
120,47,51
121,49,53
122,51,55
123,51,55
124,52,55
125,54,57
126,54,57
127,56,59
128,56,59
129,58,61
130,58,61
131,60,63
132,60,63
133,60,63
134,62,65
135,62,65
136,62,65
137,62,65
138,62,65
139,63,65
140,63,66
141,63,67
142,64,67
143,65,67
144,66,67
145,66,68
146,66,69
147,66,69
148,66,69
149,66,69
150,66,69
151,67,69
152,68,69
153,68,70
154,68,70
155,68,71
156,68,72
157,69,72
158,69,72
159,70,72
160,70,73
161,70,74
162,70,75
163,70,76
164,71,76
165,72,76
166,72,76
167,73,76
168,74,76
169,74,77
170,74,77
171,75,77
172,75,78
173,76,78
174,76,79
175,77,80
176,78,81
177,78,82
178,78,83
179,78,84
180,79,84
181,79,84
182,79,84
183,79,85
184,79,86
185,79,87
186,79,87
187,79,87
188,79,88
189,79,89
190,79,90
191,80,90
192,81,90
193,81,91
194,82,91
195,82,92
196,82,92
197,83,92
198,84,92
199,84,92
200,85,92
201,85,93
202,85,93
203,86,93
204,87,93
205,87,94
206,88,95
207,88,95
208,89,95
209,90,95
210,90,95
211,90,95
212,90,95
213,91,95
214,92,95
215,93,95
216,94,95
217,95,95
218,100,95
219,102,95
220,103,95
221,106,95
222,107,95
